name,html_url,description,language,stars,forks,created_at,updated_at
funNLP,https://github.com/fighting41love/funNLP,"中英文敏感词、语言检测、中外手机/电话归属地/运营商查询、名字推断性别、手机号抽取、身份证抽取、邮箱抽取、中日文人名库、中文缩写库、拆字词典、词汇情感值、停用词、反动词表、暴恐词表、繁简体转换、英文模拟中文发音、汪峰歌词生成器、职业名称词库、同义词库、反义词库、否定词库、汽车品牌词库、汽车零件词库、连续英文切割、各种中文词向量、公司名字大全、古诗词库、IT词库、财经词库、成语词库、地名词库、历史名人词库、诗词词库、医学词库、饮食词库、法律词库、汽车词库、动物词库、中文聊天语料、中文谣言数据、百度中文问答数据集、句子相似度匹配算法集合、bert资源、文本生成&摘要相关工具、cocoNLP信息抽取工具、国内电话号码正则匹配、清华大学XLORE:中英文跨语言百科知识图谱、清华大学人工智能技术系列报告、自然语言生成、NLU太难了系列、自动对联数据及机器人、用户名黑名单列表、罪名法务名词及分类模型、微信公众号语料、cs224n深度学习自然语言处理课程、中文手写汉字识别、中文自然语言处理 语料/数据集、变量命名神器、分词语料库+代码、任务型对话英文数据集、ASR 语音数据集 + 基于深度学习的中文语音识别系统、笑声检测器、Microsoft多语言数字/单位/如日期时间识别包、中华新华字典数据库及api(包括常用歇后语、成语、词语和汉字)、文档图谱自动生成、SpaCy 中文模型、Common Voice语音识别数据集新版、神经网络关系抽取、基于bert的命名实体识别、关键词(Keyphrase)抽取包pke、基于医疗领域知识图谱的问答系统、基于依存句法与语义角色标注的事件三元组抽取、依存句法分析4万句高质量标注数据、cnocr：用来做中文OCR的Python3包、中文人物关系知识图谱项目、中文nlp竞赛项目及代码汇总、中文字符数据、speech-aligner: 从“人声语音”及其“语言文本”产生音素级别时间对齐标注的工具、AmpliGraph: 知识图谱表示学习(Python)库：知识图谱概念链接预测、Scattertext 文本可视化(python)、语言/知识表示工具：BERT & ERNIE、中文对比英文自然语言处理NLP的区别综述、Synonyms中文近义词工具包、HarvestText领域自适应文本挖掘工具（新词发现-情感分析-实体链接等）、word2word：(Python)方便易用的多语言词-词对集：62种语言/3,564个多语言对、语音识别语料生成工具：从具有音频/字幕的在线视频创建自动语音识别(ASR)语料库、构建医疗实体识别的模型（包含词典和语料标注）、单文档非监督的关键词抽取、Kashgari中使用gpt-2语言模型、开源的金融投资数据提取工具、文本自动摘要库TextTeaser: 仅支持英文、人民日报语料处理工具集、一些关于自然语言的基本模型、基于14W歌曲知识库的问答尝试--功能包括歌词接龙and已知歌词找歌曲以及歌曲歌手歌词三角关系的问答、基于Siamese bilstm模型的相似句子判定模型并提供训练数据集和测试数据集、用Transformer编解码模型实现的根据Hacker News文章标题自动生成评论、用BERT进行序列标记和文本分类的模板代码、LitBank：NLP数据集——支持自然语言处理和计算人文学科任务的100部带标记英文小说语料、百度开源的基准信息抽取系统、虚假新闻数据集、Facebook: LAMA语言模型分析，提供Transformer-XL/BERT/ELMo/GPT预训练语言模型的统一访问接口、CommonsenseQA：面向常识的英文QA挑战、中文知识图谱资料、数据及工具、各大公司内部里大牛分享的技术文档 PDF 或者 PPT、自然语言生成SQL语句（英文）、中文NLP数据增强（EDA）工具、英文NLP数据增强工具 、基于医药知识图谱的智能问答系统、京东商品知识图谱、基于mongodb存储的军事领域知识图谱问答项目、基于远监督的中文关系抽取、语音情感分析、中文ULMFiT-情感分析-文本分类-语料及模型、一个拍照做题程序、世界各国大规模人名库、一个利用有趣中文语料库 qingyun 训练出来的中文聊天机器人、中文聊天机器人seqGAN、省市区镇行政区划数据带拼音标注、教育行业新闻语料库包含自动文摘功能、开放了对话机器人-知识图谱-语义理解-自然语言处理工具及数据、中文知识图谱：基于百度百科中文页面-抽取三元组信息-构建中文知识图谱、masr: 中文语音识别-提供预训练模型-高识别率、Python音频数据增广库、中文全词覆盖BERT及两份阅读理解数据、ConvLab：开源多域端到端对话系统平台、中文自然语言处理数据集、基于最新版本rasa搭建的对话系统、基于TensorFlow和BERT的管道式实体及关系抽取、一个小型的证券知识图谱/知识库、复盘所有NLP比赛的TOP方案、OpenCLaP：多领域开源中文预训练语言模型仓库、UER：基于不同语料+编码器+目标任务的中文预训练模型仓库、中文自然语言处理向量合集、基于金融-司法领域(兼有闲聊性质)的聊天机器人、g2pC：基于上下文的汉语读音自动标记模块、Zincbase 知识图谱构建工具包、诗歌质量评价/细粒度情感诗歌语料库、快速转化「中文数字」和「阿拉伯数字」、百度知道问答语料库、基于知识图谱的问答系统、jieba_fast 加速版的jieba、正则表达式教程、中文阅读理解数据集、基于BERT等最新语言模型的抽取式摘要提取、Python利用深度学习进行文本摘要的综合指南、知识图谱深度学习相关资料整理、维基大规模平行文本语料、StanfordNLP 0.2.0：纯Python版自然语言处理包、NeuralNLP-NeuralClassifier：腾讯开源深度学习文本分类工具、端到端的封闭域对话系统、中文命名实体识别：NeuroNER vs. BertNER、新闻事件线索抽取、2019年百度的三元组抽取比赛：“科学空间队”源码、基于依存句法的开放域文本知识三元组抽取和知识库构建、中文的GPT2训练代码、ML-NLP - 机器学习(Machine Learning)NLP面试中常考到的知识点和代码实现、nlp4han:中文自然语言处理工具集(断句/分词/词性标注/组块/句法分析/语义分析/NER/N元语法/HMM/代词消解/情感分析/拼写检查、XLM：Facebook的跨语言预训练语言模型、用基于BERT的微调和特征提取方法来进行知识图谱百度百科人物词条属性抽取、中文自然语言处理相关的开放任务-数据集-当前最佳结果、CoupletAI - 基于CNN+Bi-LSTM+Attention 的自动对对联系统、抽象知识图谱、MiningZhiDaoQACorpus - 580万百度知道问答数据挖掘项目、brat rapid annotation tool: 序列标注工具、大规模中文知识图谱数据：1.4亿实体、数据增强在机器翻译及其他nlp任务中的应用及效果、allennlp阅读理解:支持多种数据和模型、PDF表格数据提取工具 、 Graphbrain：AI开源软件库和科研工具，目的是促进自动意义提取和文本理解以及知识的探索和推断、简历自动筛选系统、基于命名实体识别的简历自动摘要、中文语言理解测评基准，包括代表性的数据集&基准模型&语料库&排行榜、树洞 OCR 文字识别 、从包含表格的扫描图片中识别表格和文字、语声迁移、Python口语自然语言处理工具集(英文)、 similarity：相似度计算工具包，java编写、海量中文预训练ALBERT模型 、Transformers 2.0 、基于大规模音频数据集Audioset的音频增强 、Poplar：网页版自然语言标注工具、图片文字去除，可用于漫画翻译 、186种语言的数字叫法库、Amazon发布基于知识的人-人开放领域对话数据集 、中文文本纠错模块代码、繁简体转换 、 Python实现的多种文本可读性评价指标、类似于人名/地名/组织机构名的命名体识别数据集 、东南大学《知识图谱》研究生课程(资料)、. 英文拼写检查库 、 wwsearch是企业微信后台自研的全文检索引擎、CHAMELEON：深度学习新闻推荐系统元架构 、 8篇论文梳理BERT相关模型进展与反思、DocSearch：免费文档搜索引擎、 LIDA：轻量交互式对话标注工具 、aili - the fastest in-memory index in the East 东半球最快并发索引 、知识图谱车音工作项目、自然语言生成资源大全 、中日韩分词库mecab的Python接口库、中文文本摘要/关键词提取、汉字字符特征提取器 (featurizer)，提取汉字的特征（发音特征、字形特征）用做深度学习的特征、中文生成任务基准测评 、中文缩写数据集、中文任务基准测评 - 代表性的数据集-基准(预训练)模型-语料库-baseline-工具包-排行榜、PySS3：面向可解释AI的SS3文本分类器机器可视化工具 、中文NLP数据集列表、COPE - 格律诗编辑程序、doccano：基于网页的开源协同多语言文本标注工具 、PreNLP：自然语言预处理库、简单的简历解析器，用来从简历中提取关键信息、用于中文闲聊的GPT2模型：GPT2-chitchat、基于检索聊天机器人多轮响应选择相关资源列表(Leaderboards、Datasets、Papers)、(Colab)抽象文本摘要实现集锦(教程 、词语拼音数据、高效模糊搜索工具、NLP数据增广资源集、微软对话机器人框架 、 GitHub Typo Corpus：大规模GitHub多语言拼写错误/语法错误数据集、TextCluster：短文本聚类预处理模块 Short text cluster、面向语音识别的中文文本规范化、BLINK：最先进的实体链接库、BertPunc：基于BERT的最先进标点修复模型、Tokenizer：快速、可定制的文本词条化库、中文语言理解测评基准，包括代表性的数据集、基准(预训练)模型、语料库、排行榜、spaCy 医学文本挖掘与信息提取 、 NLP任务示例项目代码集、 python拼写检查库、chatbot-list - 行业内关于智能客服、聊天机器人的应用和架构、算法分享和介绍、语音质量评价指标(MOSNet, BSSEval, STOI, PESQ, SRMR)、 用138GB语料训练的法文RoBERTa预训练语言模型 、BERT-NER-Pytorch：三种不同模式的BERT中文NER实验、无道词典 - 有道词典的命令行版本，支持英汉互查和在线查询、2019年NLP亮点回顾、 Chinese medical dialogue data 中文医疗对话数据集 、最好的汉字数字(中文数字)-阿拉伯数字转换工具、 基于百科知识库的中文词语多词义/义项获取与特定句子词语语义消歧、awesome-nlp-sentiment-analysis - 情感分析、情绪原因识别、评价对象和评价词抽取、LineFlow：面向所有深度学习框架的NLP数据高效加载器、中文医学NLP公开资源整理 、MedQuAD：(英文)医学问答数据集、将自然语言数字串解析转换为整数和浮点数、Transfer Learning in Natural Language Processing (NLP) 、面向语音识别的中文/英文发音辞典、Tokenizers：注重性能与多功能性的最先进分词器、CLUENER 细粒度命名实体识别 Fine Grained Named Entity Recognition、 基于BERT的中文命名实体识别、中文谣言数据库、NLP数据集/基准任务大列表、nlp相关的一些论文及代码, 包括主题模型、词向量(Word Embedding)、命名实体识别(NER)、文本分类(Text Classificatin)、文本生成(Text Generation)、文本相似性(Text Similarity)计算等，涉及到各种与nlp相关的算法，基于keras和tensorflow 、Python文本挖掘/NLP实战示例、 Blackstone：面向非结构化法律文本的spaCy pipeline和NLP模型通过同义词替换实现文本“变脸” 、中文 预训练 ELECTREA 模型: 基于对抗学习 pretrain Chinese Model 、albert-chinese-ner - 用预训练语言模型ALBERT做中文NER 、基于GPT2的特定主题文本生成/文本增广、开源预训练语言模型合集、多语言句向量包、编码、标记和实现：一种可控高效的文本生成方法、 英文脏话大列表 、attnvis：GPT2、BERT等transformer语言模型注意力交互可视化、CoVoST：Facebook发布的多语种语音-文本翻译语料库，包括11种语言(法语、德语、荷兰语、俄语、西班牙语、意大利语、土耳其语、波斯语、瑞典语、蒙古语和中文)的语音、文字转录及英文译文、Jiagu自然语言处理工具 - 以BiLSTM等模型为基础，提供知识图谱关系抽取 中文分词 词性标注 命名实体识别 情感分析 新词发现 关键词 文本摘要 文本聚类等功能、用unet实现对文档表格的自动检测，表格重建、NLP事件提取文献资源列表 、 金融领域自然语言处理研究资源大列表、CLUEDatasetSearch - 中英文NLP数据集：搜索所有中文NLP数据集，附常用英文NLP数据集 、medical_NER - 中文医学知识图谱命名实体识别 、(哈佛)讲因果推理的免费书、知识图谱相关学习资料/数据集/工具资源大列表、Forte：灵活强大的自然语言处理pipeline工具集 、Python字符串相似性算法库、PyLaia：面向手写文档分析的深度学习工具包、TextFooler：针对文本分类/推理的对抗文本生成模块、Haystack：灵活、强大的可扩展问答(QA)框架、中文关键短语抽取工具",Python,77893,15096,2018-08-21T11:20:39Z,2025-12-17T15:40:41Z
models,https://github.com/tensorflow/models,Models and examples built with TensorFlow,Python,77682,45370,2016-02-05T01:15:20Z,2025-12-17T12:31:08Z
github-readme-stats,https://github.com/anuraghazra/github-readme-stats,:zap: Dynamically generated stats for your github readmes,JavaScript,77498,28255,2020-07-09T10:34:22Z,2025-12-17T16:54:09Z
hoppscotch,https://github.com/hoppscotch/hoppscotch,"Open-Source API Development Ecosystem • https://hoppscotch.io • Offline, On-Prem & Cloud • Web, Desktop & CLI • Open-Source Alternative to Postman, Insomnia",TypeScript,77288,5467,2019-08-21T13:15:24Z,2025-12-17T16:14:18Z
vite,https://github.com/vitejs/vite,Next generation frontend tooling. It's fast!,TypeScript,77124,7620,2020-04-21T05:03:57Z,2025-12-17T15:07:18Z
netdata,https://github.com/netdata/netdata,"The fastest path to AI-powered full stack observability, even for lean teams.",C,77044,6267,2013-06-17T18:39:10Z,2025-12-17T16:07:42Z
gpt4all,https://github.com/nomic-ai/gpt4all,GPT4All: Run Local LLMs on Any Device. Open-source and available for commercial use.,C++,76969,8300,2023-03-27T18:49:32Z,2025-12-17T13:38:11Z
awesome-mcp-servers,https://github.com/punkpeye/awesome-mcp-servers,A collection of MCP servers.,,76785,6511,2024-11-30T04:49:10Z,2025-12-17T16:51:42Z
LeetCodeAnimation,https://github.com/MisterBooo/LeetCodeAnimation,Demonstrate all the questions on LeetCode in the form of animation.（用动画的形式呈现解LeetCode题目的思路）,Java,76570,14009,2018-12-06T08:01:22Z,2025-12-17T13:51:18Z
Deep-Live-Cam,https://github.com/hacksider/Deep-Live-Cam,real time face swap and one-click video deepfake with only a single image,Python,76300,11127,2023-09-24T13:19:31Z,2025-12-17T14:13:18Z
Font-Awesome,https://github.com/FortAwesome/Font-Awesome,"The iconic SVG, font, and CSS toolkit",JavaScript,76082,12228,2012-02-17T14:19:43Z,2025-12-17T14:53:50Z
fzf,https://github.com/junegunn/fzf,:cherry_blossom: A command-line fuzzy finder,Go,75970,2642,2013-10-23T16:04:23Z,2025-12-17T16:43:40Z
elasticsearch,https://github.com/elastic/elasticsearch,"Free and Open Source, Distributed, RESTful Search Engine",Java,75656,25746,2010-02-08T13:20:56Z,2025-12-17T16:13:46Z
json-server,https://github.com/typicode/json-server,Get a full fake REST API with zero coding in less than 30 seconds (seriously),JavaScript,75463,7266,2013-11-27T13:21:13Z,2025-12-17T13:03:17Z
code-server,https://github.com/coder/code-server,VS Code in the browser,TypeScript,75399,6411,2019-02-27T16:50:41Z,2025-12-17T16:10:23Z
uv,https://github.com/astral-sh/uv,"An extremely fast Python package and project manager, written in Rust.",Rust,75093,2347,2023-10-02T20:24:11Z,2025-12-17T16:25:44Z
Best-websites-a-programmer-should-visit,https://github.com/sdmg15/Best-websites-a-programmer-should-visit,:link: Some useful websites for programmers.,,74999,8546,2017-03-05T20:25:17Z,2025-12-17T15:33:12Z
servers,https://github.com/modelcontextprotocol/servers,Model Context Protocol Servers,TypeScript,74573,9053,2024-11-19T01:10:17Z,2025-12-17T16:53:20Z
d2l-zh,https://github.com/d2l-ai/d2l-zh,《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被70多个国家的500多所大学用于教学。,Python,74445,12028,2017-08-23T04:40:24Z,2025-12-17T15:31:32Z
union,https://github.com/unionlabs/union,"The trust-minimized, zero-knowledge bridging protocol, designed for censorship resistance, extremely high security, and usage in decentralized finance.",Rust,74438,3834,2023-05-16T22:33:39Z,2025-12-17T15:49:57Z
nest,https://github.com/nestjs/nest,"A progressive Node.js framework for building efficient, scalable, and enterprise-grade server-side applications with TypeScript/JavaScript 🚀",TypeScript,73945,8128,2017-02-04T20:12:52Z,2025-12-17T16:01:00Z
browser-use,https://github.com/browser-use/browser-use,🌐 Make websites accessible for AI agents. Automate tasks online with ease.,Python,73842,8835,2024-10-31T16:00:56Z,2025-12-17T16:37:20Z
awesome-vue,https://github.com/vuejs/awesome-vue,🎉 A curated list of awesome things related to Vue.js,,73515,9487,2015-10-20T00:16:14Z,2025-12-17T07:10:28Z
Ventoy,https://github.com/ventoy/Ventoy,A new bootable USB solution.,C,73164,4602,2020-03-10T15:19:19Z,2025-12-17T16:23:49Z
new-pac,https://github.com/Alvin9999/new-pac,翻墙-科学上网、自由上网、免费科学上网、免费翻墙、fanqiang、油管youtube/视频下载、软件、VPN、一键翻墙浏览器，vps一键搭建翻墙服务器脚本/教程，免费shadowsocks/ss/ssr/v2ray/goflyway账号/节点，翻墙梯子，电脑、手机、iOS、安卓、windows、Mac、Linux、路由器翻墙、科学上网、youtube视频下载、youtube油管镜像/免翻墙网站、美区apple id共享账号、翻墙-科学上网-梯子,Python,73012,10662,2016-03-23T08:43:36Z,2025-12-17T16:49:19Z
PayloadsAllTheThings,https://github.com/swisskyrepo/PayloadsAllTheThings,A list of useful payloads and bypass for Web Application Security and Pentest/CTF,Python,72363,16330,2016-10-18T07:29:07Z,2025-12-17T16:53:13Z
redis,https://github.com/redis/redis,"For developers, who are building real-time data-driven applications, Redis is the preferred, fastest, and most feature-rich cache, data structure server, and document and vector query engine.",C,72167,24389,2009-03-21T22:32:25Z,2025-12-17T16:30:06Z
stable-diffusion,https://github.com/CompVis/stable-diffusion,A latent text-to-image diffusion model,Jupyter Notebook,72020,10548,2022-08-10T14:36:44Z,2025-12-17T14:22:44Z
Front-End-Checklist,https://github.com/thedaviddias/Front-End-Checklist,🗂 The perfect Front-End Checklist for modern websites and meticulous developers,,71866,6611,2017-10-16T10:12:36Z,2025-12-17T14:43:20Z
localsend,https://github.com/localsend/localsend,An open-source cross-platform alternative to AirDrop,Dart,71802,3843,2022-12-16T00:46:07Z,2025-12-17T16:50:10Z
zed,https://github.com/zed-industries/zed,"Code at the speed of thought – Zed is a high-performance, multiplayer code editor from the creators of Atom and Tree-sitter.",Rust,71626,6297,2021-02-20T03:01:06Z,2025-12-17T16:53:50Z
awesome-public-datasets,https://github.com/awesomedata/awesome-public-datasets,A topic-centric list of HQ open datasets.,,71488,11025,2014-11-20T06:20:50Z,2025-12-17T16:35:13Z
tesseract,https://github.com/tesseract-ocr/tesseract,Tesseract Open Source OCR Engine (main repository),C++,71447,10424,2014-08-12T18:04:59Z,2025-12-17T16:29:21Z
Stirling-PDF,https://github.com/Stirling-Tools/Stirling-PDF,#1 PDF Application on GitHub that lets you edit PDFs on any device anywhere,TypeScript,71348,6049,2023-01-27T18:22:42Z,2025-12-17T16:39:57Z
grafana,https://github.com/grafana/grafana,"The open and composable observability and data visualization platform. Visualize metrics, logs, and traces from multiple sources like Prometheus, Loki, Elasticsearch, InfluxDB, Postgres and many more. ",TypeScript,71310,13280,2013-12-11T15:59:56Z,2025-12-17T16:44:28Z
screenshot-to-code,https://github.com/abi/screenshot-to-code,Drop in a screenshot and convert it to clean code (HTML/Tailwind/React/Vue),Python,71269,8810,2023-11-14T17:53:32Z,2025-12-17T13:37:06Z
moby,https://github.com/moby/moby,The Moby Project - a collaborative project for the container ecosystem to assemble container-based systems,Go,71237,18870,2013-01-18T18:10:57Z,2025-12-17T15:31:23Z
awesome-react,https://github.com/enaqx/awesome-react,A collection of awesome things regarding React ecosystem,,71167,7478,2014-08-06T05:31:44Z,2025-12-17T16:49:42Z
awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,"A curated list of awesome Machine Learning frameworks, libraries and software.",Python,70989,15207,2014-07-15T19:11:19Z,2025-12-17T14:13:35Z
sherlock,https://github.com/sherlock-project/sherlock,Hunt down social media accounts by username across social networks,Python,70977,8368,2018-12-24T14:30:48Z,2025-12-17T16:49:27Z
flask,https://github.com/pallets/flask,The Python micro framework for building web applications.,Python,70933,16661,2010-04-06T11:11:59Z,2025-12-17T12:49:18Z
strapi,https://github.com/strapi/strapi,"🚀 Strapi is the leading open-source headless CMS. It’s 100% JavaScript/TypeScript, fully customizable, and developer-first.",TypeScript,70706,9311,2015-09-30T15:34:48Z,2025-12-17T16:45:04Z
llm-course,https://github.com/mlabonne/llm-course,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.,,70507,8063,2023-06-17T22:16:25Z,2025-12-17T16:45:14Z
cs-video-courses,https://github.com/Developer-Y/cs-video-courses,List of Computer Science courses with video lectures.,,70408,9427,2016-10-21T17:02:11Z,2025-12-17T15:39:10Z
cpython,https://github.com/python/cpython,The Python programming language,Python,70351,33694,2017-02-10T19:23:51Z,2025-12-17T16:41:46Z
reveal.js,https://github.com/hakimel/reveal.js,The HTML Presentation Framework,JavaScript,70223,16807,2011-06-07T18:54:22Z,2025-12-17T15:10:10Z
imgui,https://github.com/ocornut/imgui,Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies,C++,70098,11403,2014-07-21T14:29:47Z,2025-12-17T16:01:33Z
cs-self-learning,https://github.com/PKUFlyingPig/cs-self-learning,计算机自学指南,HTML,70074,7777,2021-10-20T13:43:42Z,2025-12-17T15:54:36Z
ragflow,https://github.com/infiniflow/ragflow,RAGFlow is a leading open-source Retrieval-Augmented Generation (RAG) engine that fuses cutting-edge RAG with Agent capabilities to create a superior context layer for LLMs,Python,69983,7595,2023-12-12T06:13:13Z,2025-12-17T16:51:06Z
firecrawl,https://github.com/firecrawl/firecrawl,🔥 The Web Data API for AI - Turn entire websites into LLM-ready markdown or structured data,TypeScript,69947,5492,2024-04-15T21:02:29Z,2025-12-17T16:48:58Z
protobuf,https://github.com/protocolbuffers/protobuf,Protocol Buffers - Google's data interchange format,C++,69887,15965,2014-08-26T15:52:15Z,2025-12-17T16:09:47Z
gpt_academic,https://github.com/binary-husky/gpt_academic,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。",Python,69829,8401,2023-03-20T09:05:13Z,2025-12-17T14:41:02Z
openai-cookbook,https://github.com/openai/openai-cookbook,Examples and guides for using the OpenAI API,Jupyter Notebook,69785,11711,2022-03-11T02:08:53Z,2025-12-17T13:35:26Z
lazygit,https://github.com/jesseduffield/lazygit,simple terminal UI for git commands,Go,69454,2389,2018-05-19T00:53:06Z,2025-12-17T16:40:45Z
swift,https://github.com/swiftlang/swift,The Swift Programming Language,C++,69451,10620,2015-10-23T21:15:07Z,2025-12-17T16:50:40Z
superset,https://github.com/apache/superset,Apache Superset is a Data Visualization and Data Exploration Platform,TypeScript,69435,16334,2015-07-21T18:55:34Z,2025-12-17T16:46:41Z
lobe-chat,https://github.com/lobehub/lobe-chat,"🤯 LobeHub - an open-source, modern design AI Agent Workspace. Supports multiple AI providers, Knowledge Base (file upload / RAG ), one click install MCP Marketplace and Artifacts / Thinking. One-click FREE deployment of your private AI Agent application.",TypeScript,69189,14259,2023-05-21T07:19:12Z,2025-12-17T16:47:28Z
obs-studio,https://github.com/obsproject/obs-studio,OBS Studio - Free and open source software for live streaming and screen recording,C,69100,8901,2013-10-01T02:40:31Z,2025-12-17T15:00:09Z
node,https://github.com/base/node,Everything required to run your own Base node,Go,68762,3179,2023-02-01T13:55:02Z,2025-12-17T15:05:55Z
caddy,https://github.com/caddyserver/caddy,Fast and extensible multi-platform HTTP/1-2-3 web server with automatic HTTPS,Go,68599,4559,2015-01-13T19:45:03Z,2025-12-17T15:04:13Z
awesome-cpp,https://github.com/fffaraz/awesome-cpp,"A curated list of awesome C++ (or C) frameworks, libraries, resources, and shiny things. Inspired by awesome-... stuff.",,68557,8186,2014-07-17T08:51:11Z,2025-12-17T16:49:44Z
express,https://github.com/expressjs/express,"Fast, unopinionated, minimalist web framework for node.",JavaScript,68353,21801,2009-06-26T18:56:01Z,2025-12-17T14:54:34Z
the-algorithm,https://github.com/twitter/the-algorithm,Source code for the X Recommendation Algorithm,Scala,67968,12645,2023-03-27T14:57:57Z,2025-12-17T12:05:04Z
Prompt-Engineering-Guide,https://github.com/dair-ai/Prompt-Engineering-Guide,"🐙 Guides, papers, lessons, notebooks and resources for prompt engineering, context engineering, RAG, and AI Agents.",MDX,67874,7190,2022-12-16T16:04:50Z,2025-12-17T16:32:43Z
tabby,https://github.com/Eugeny/tabby,A terminal for a more modern age,TypeScript,67682,3791,2016-12-23T09:06:10Z,2025-12-17T15:45:01Z
act,https://github.com/nektos/act,Run your GitHub Actions locally 🚀,Go,67636,1805,2019-01-02T19:53:43Z,2025-12-17T16:44:23Z
SecLists,https://github.com/danielmiessler/SecLists,"SecLists is the security tester's companion. It's a collection of multiple types of lists used during security assessments, collected in one place. List types include usernames, passwords, URLs, sensitive data patterns, fuzzing payloads, web shells, and many more.",PHP,67611,24821,2012-02-19T01:30:18Z,2025-12-17T16:52:02Z
ansible,https://github.com/ansible/ansible,"Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and maintain. Automate everything from code deployment to network configuration to cloud management, in a language that approaches plain English, using SSH, with no agents to install on remote systems. https://docs.ansible.com.",Python,67351,24203,2012-03-06T14:58:02Z,2025-12-17T15:36:19Z
awesome-scalability,https://github.com/binhnguyennus/awesome-scalability,"The Patterns of Scalable, Reliable, and Performant Large-Scale Systems",,67223,6711,2017-12-27T03:46:40Z,2025-12-17T16:49:46Z
AppFlowy,https://github.com/AppFlowy-IO/AppFlowy,"Bring projects, wikis, and teams together with AI. AppFlowy is the AI collaborative workspace where you achieve more without losing control of your data. The leading open source Notion alternative.",Dart,67032,4794,2021-06-16T12:56:48Z,2025-12-17T16:34:41Z
Chart.js,https://github.com/chartjs/Chart.js,Simple HTML5 Charts using the <canvas> tag,JavaScript,66897,11991,2013-03-17T23:56:36Z,2025-12-17T16:47:38Z
PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,"Turn any PDF or image document into structured data for your AI. A powerful, lightweight OCR toolkit that bridges the gap between images/PDFs and LLMs. Supports 100+ languages.",Python,66424,9510,2020-05-08T10:38:16Z,2025-12-17T15:48:39Z
33-js-concepts,https://github.com/leonardomso/33-js-concepts,📜 33 JavaScript concepts every developer should know.,JavaScript,65988,9197,2018-09-04T13:27:04Z,2025-12-17T10:07:32Z
webpack,https://github.com/webpack/webpack,"A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading parts of the application on demand. Through ""loaders"", modules can be CommonJs, AMD, ES6 modules, CSS, Images, JSON, Coffeescript, LESS, ... and your custom stuff.",JavaScript,65831,9190,2012-03-10T10:08:14Z,2025-12-17T12:43:48Z
OpenHands,https://github.com/OpenHands/OpenHands,🙌 OpenHands: AI-Driven Development,Python,65750,8073,2024-03-13T03:33:31Z,2025-12-17T16:25:58Z
vllm,https://github.com/vllm-project/vllm,A high-throughput and memory-efficient inference and serving engine for LLMs,Python,65638,12030,2023-02-09T11:23:20Z,2025-12-17T16:11:32Z
gpt4free,https://github.com/xtekky/gpt4free,"The official gpt4free repository | various collection of powerful language models | o4, o3 and deepseek r1, gpt-4.1, gemini 2.5",Python,65635,13685,2023-03-29T17:00:43Z,2025-12-17T15:59:47Z
anime,https://github.com/juliangarnier/anime,JavaScript animation engine,JavaScript,65572,4401,2016-03-13T21:37:45Z,2025-12-17T14:08:08Z
echarts,https://github.com/apache/echarts,"Apache ECharts is a powerful, interactive charting and data visualization library for browser",TypeScript,65255,19813,2013-04-03T03:18:59Z,2025-12-17T14:55:38Z
javascript-questions,https://github.com/lydiahallie/javascript-questions,"A long list of (advanced) JavaScript questions, and their explanations :sparkles:  ",,65165,9225,2019-06-12T08:26:27Z,2025-12-17T14:08:50Z
awesome-courses,https://github.com/prakhar1989/awesome-courses,:books: List of awesome university courses for learning Computer Science!,,65118,8289,2014-11-15T18:36:49Z,2025-12-17T16:49:47Z
annotated_deep_learning_paper_implementations,https://github.com/labmlai/annotated_deep_learning_paper_implementations,"🧑‍🏫 60+ Implementations/tutorials of deep learning papers with side-by-side notes 📝; including transformers (original, xl, switch, feedback, vit, ...), optimizers (adam, adabelief, sophia, ...), gans(cyclegan, stylegan2, ...), 🎮 reinforcement learning (ppo, dqn), capsnet, distillation, ... 🧠",Python,64812,6559,2020-08-25T02:29:34Z,2025-12-17T11:25:55Z
interviews,https://github.com/kdn251/interviews,Everything you need to know to get the job.,Java,64724,12927,2017-02-14T18:19:25Z,2025-12-17T14:12:12Z
Java,https://github.com/TheAlgorithms/Java,All Algorithms implemented in Java,Java,64520,20859,2016-07-16T10:21:02Z,2025-12-17T16:17:55Z
nocode,https://github.com/kelseyhightower/nocode,"The best way to write secure and reliable applications. Write nothing; deploy nowhere.",Dockerfile,64473,4774,2018-02-06T23:54:00Z,2025-12-17T09:30:20Z
scikit-learn,https://github.com/scikit-learn/scikit-learn,scikit-learn: machine learning in Python,Python,64309,26507,2010-08-17T09:43:38Z,2025-12-17T15:14:24Z
